brand_model,year,mileage,price,insurance,gearbox_type,gearbox_health,motor_status,body_status,chassis_status,url,condition_score
هیوندای سانتافه ix 45 3500cc,2016,213000,5950000000,8,اتوماتیک,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,https://divar.ir/v/%D8%B3%D8%A7%D9%86%D8%AA%D8%A7%D9%81%D9%87-2016%D8%B3%D9%81%DB%8C%D8%AF-gdi%D9%81%D9%88%D9%84/gaDlaNva?tracker_session_id=8fac5c32-b844-4d6a-b4df-47d6e4df03ba_gaDlaNva_N,90.0
هیوندای سانتافه ix 45 2700cc,2008,350000,3580000000,5,اتوماتیک,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,https://divar.ir/v/%D8%B3%D8%A7%D9%86%D8%AA%D8%A7%D9%81%D9%87-%D8%B9%D8%B1%D9%88%D8%B3%DA%A9-%D9%81%D9%88%D9%84-%D8%A2%D9%BE%D8%B4%D9%86/gaFhD2kh?tracker_session_id=8fac5c32-b844-4d6a-b4df-47d6e4df03ba_gaFhD2kh_N,90.0
هیوندای سانتافه ix 45 2400cc,2016,83000,6850000000,10,اتوماتیک,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,https://divar.ir/v/%D8%B3%D8%A7%D9%86%D8%AA%D8%A7%D9%81%D8%A7-%DB%B2%DB%B0%DB%B1%DB%B6/gaElx4f6?tracker_session_id=8fac5c32-b844-4d6a-b4df-47d6e4df03ba_gaElx4f6_N,90.0
هیوندای سانتافه ix 45 2400cc,2017,87000,7150000000,0,اتوماتیک,سالم و پلمپ,سالم,سالم و بی‌خط و خش,تعیین‌نشده,https://divar.ir/v/%D8%B3%D8%A7%D9%86%D8%AA%D8%A7%D9%81%D9%87-2017-62-%D8%A2%D9%BE%D8%B4%D9%86/gaEROTfp?tracker_session_id=8fac5c32-b844-4d6a-b4df-47d6e4df03ba_gaEROTfp_N,90.0
هیوندای سانتافه ix 45 2400cc,2015,203000,5300000000,8,اتوماتیک,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,https://divar.ir/v/%D8%B3%D8%A7%D9%86%D8%AA%D8%A7%D9%81%D9%87-%DB%B2%DB%B0%DB%B1%DB%B5/gaEV0u6T?tracker_session_id=8fac5c32-b844-4d6a-b4df-47d6e4df03ba_gaEV0u6T_N,90.0
هیوندای سانتافه ix 45 2700cc,2007,250000,3600000000,10,اتوماتیک,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,https://divar.ir/v/%D8%B3%D8%A7%D9%86%D8%AA%D8%A7%D9%81%D9%87-%DB%B2%DB%B7%DB%B0%DB%B0-%DB%B2%DB%B0%DB%B0%DB%B7/gaDVZ818?tracker_session_id=8fac5c32-b844-4d6a-b4df-47d6e4df03ba_gaDVZ818_N,90.0
هیوندای سانتافه ix 45 2400cc,2016,190000,2950000000,7,اتوماتیک,سالم و پلمپ,سالم,رنگ‌شدگی در ۱ ناحیه,سالم و پلمپ,https://divar.ir/v/%D8%B3%D8%A7%D9%86%D8%AA%D8%A7%D9%81%D9%87-%DB%B2%DB%B0%DB%B1%DB%B6%D8%AE%DB%8C%D9%84%D8%AC-%D9%86%DB%8C%D9%85%D9%87-%D9%81%D9%88%D9%84/gaEpBW_X?tracker_session_id=8fac5c32-b844-4d6a-b4df-47d6e4df03ba_gaEpBW_X_N,80.0
هیوندای سانتافه ix 45 2700cc,2008,250000,3900000000,10,اتوماتیک,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,https://divar.ir/v/%D8%B3%D8%A7%D9%86%D8%AA%D8%A7%D9%81%D8%A7%DB%B2%DB%B0%DB%B8/gaEJe_7g?tracker_session_id=8fac5c32-b844-4d6a-b4df-47d6e4df03ba_gaEJe_7g_N,90.0
هیوندای سانتافه ix 45 2400cc,2015,138000,3500000000,10,اتوماتیک,تعمیر شده,سالم,سالم و بی‌خط و خش,سالم و پلمپ,https://divar.ir/v/%D8%B3%D8%A7%D9%86%D8%AA%D8%A7%D9%81%D9%87-%DB%B2%DB%B0%DB%B1%DB%B5/ga8ozKjS?tracker_session_id=8fac5c32-b844-4d6a-b4df-47d6e4df03ba_ga8ozKjS_N,75.0
هیوندای سانتافه ix 45 2400cc,2015,70000,6500000000,9,اتوماتیک,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,https://divar.ir/v/%D8%B3%D8%A7%D9%86%D8%AA%D8%A7%D9%81%D9%87-%DB%B2%DB%B0%DB%B1%DB%B5/gaGRQsQF?tracker_session_id=8fac5c32-b844-4d6a-b4df-47d6e4df03ba_gaGRQsQF_N,90.0
هیوندای سانتافه ix 45 2700cc,2008,220000,1000,12,اتوماتیک,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,https://divar.ir/v/%D8%B3%D8%A7%D9%86%D8%AA%D8%A7%D9%81%D9%87-%DB%B2%DB%B7%DB%B0%DB%B0-%D8%B3%DB%8C-%D8%B3%DB%8C/gaGVl7cV?tracker_session_id=8fac5c32-b844-4d6a-b4df-47d6e4df03ba_gaGVl7cV_N,90.0
هیوندای سانتافه ix 45 2400cc,2015,186000,2200000000,0,اتوماتیک,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,https://divar.ir/v/%D8%B3%D8%A7%D9%86%D8%AA%D8%A7%D9%81%D9%87-%D8%A8%DB%8C%D8%B3%DB%8C%DA%A9/gaFRBoCT?tracker_session_id=8fac5c32-b844-4d6a-b4df-47d6e4df03ba_gaFRBoCT_N,90.0
هیوندای سانتافه ix 45 2700cc,2008,220000,1000,6,اتوماتیک,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,https://divar.ir/v/%D8%B3%D8%A7%D9%86%D8%AA%D8%A7%D9%81%D9%87-%DB%B2%DB%B0%DB%B0%DB%B8/gaGxkWhW?tracker_session_id=8fac5c32-b844-4d6a-b4df-47d6e4df03ba_gaGxkWhW_N,90.0
هیوندای سانتافه ix 45 2400cc,2016,130000,6700000000,9,اتوماتیک,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,https://divar.ir/v/%D8%B3%D8%A7%D9%86%D8%AA%D8%A7%D9%81%D9%87-%DB%B2%DB%B0%DB%B1%DB%B6-%D9%81%D9%88%D9%84-%D8%AC%DB%8C-%D8%AF%DB%8C-%D8%A2%DB%8C/gargj2TF?tracker_session_id=8fac5c32-b844-4d6a-b4df-47d6e4df03ba_gargj2TF_N,90.0
هیوندای سانتافه ix 45 2400cc,2015,90000,3200000,10,اتوماتیک,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,https://divar.ir/v/%D8%B3%D8%A7%D9%86%D8%AA%D8%A7%D9%81%D9%87-%DB%B2%DB%B0%DB%B1%DB%B5-%D8%AE%D9%84%DB%8C%D8%AC-%D8%AE%D8%B4%DA%A9-%D8%AE%D8%B4%DA%A9/gaDpKmDQ?tracker_session_id=8fac5c32-b844-4d6a-b4df-47d6e4df03ba_gaDpKmDQ_N,90.0
هیوندای سانتافه ix 45,2015,112345,750000000,1,اتوماتیک,سالم و پلمپ,سالم,تصادفی,سالم و پلمپ,https://divar.ir/v/%D8%B3%D8%A7%D9%86%D8%AA%D8%A7%D9%81%D9%87-%DB%B2%DB%B0%DB%B1%DB%B5-%D8%AE%D9%84%DB%8C%D8%AC/ga1Mh01S?tracker_session_id=8fac5c32-b844-4d6a-b4df-47d6e4df03ba_ga1Mh01S_N,10.0
هیوندای سانتافه ix 45 2400cc,2014,84000,5850000000,7,اتوماتیک,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,https://divar.ir/v/%D8%B3%D8%A7%D9%86%D8%AA%D8%A7%D9%81%D9%87-%D9%81%D9%88%D9%84-gdi/gaGhxFag?tracker_session_id=8fac5c32-b844-4d6a-b4df-47d6e4df03ba_gaGhxFag_N,90.0
هیوندای سانتافه ix 45 2700cc,2008,425000,4750000000,9,اتوماتیک,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,https://divar.ir/v/%D8%B3%D8%A7%D9%86%D8%AA%D8%A7%D9%81%D9%87-%DB%B2%DB%B0%DB%B0%DB%B8/gaFtlyed?tracker_session_id=8fac5c32-b844-4d6a-b4df-47d6e4df03ba_gaFtlyed_N,90.0
هیوندای سانتافه ix 45 2400cc,2016,130000,6000000000,0,,,سالم,سالم و بی‌خط و خش,تعیین‌نشده,https://divar.ir/v/%D8%B3%D8%A7%D9%86%D8%AA%D8%A7%D9%81%D9%87-2016/gaE9rPMS?tracker_session_id=8fac5c32-b844-4d6a-b4df-47d6e4df03ba_gaE9rPMS_N,90.0
هیوندای سانتافه ix 45 2400cc,2015,150000,6300000000,0,اتوماتیک,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,https://divar.ir/v/%D8%B3%D8%A7%D9%86%D8%AA%D8%A7%D9%81%D9%87-%DB%B2%DB%B0%DB%B1%DB%B5-%D9%81%D9%88%D9%84-%D8%AF%D9%88-%D8%AF%D9%81/gaDluYZA?tracker_session_id=8fac5c32-b844-4d6a-b4df-47d6e4df03ba_gaDluYZA_N,90.0
هیوندای سانتافه ix 45 2400cc,2017,200000,2100000000,0,اتوماتیک,سالم و پلمپ,سالم,خط و خش جزیی,سالم و پلمپ,https://divar.ir/v/%DB%B2%D8%B9%D8%AF%D8%AF-%D8%B3%D8%A7%D9%86%D8%AA%D8%A7%D9%81%D9%87-%DB%B2%DB%B0%DB%B1%DB%B7-gdi-%D8%B2%DB%8C%D8%B1%D9%82%DB%8C%D9%85%D8%AA/gaAYu20f?tracker_session_id=8fac5c32-b844-4d6a-b4df-47d6e4df03ba_gaAYu20f_N,90.0
هیوندای سانتافه ix 45 2400cc,2016,141000,6750000000,9,اتوماتیک,سالم و پلمپ,سالم,رنگ‌شدگی در ۱ ناحیه,سالم و پلمپ,https://divar.ir/v/%D8%B3%D8%A7%D9%86%D8%AA%D8%A7%D9%81%D9%87-gdi/gaBRDw3m?tracker_session_id=8fac5c32-b844-4d6a-b4df-47d6e4df03ba_gaBRDw3m_N,80.0
هیوندای سانتافه ix 45 3500cc,2011,165000,5800000000,9,اتوماتیک,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,https://divar.ir/v/%D9%81%D8%B1%D9%88%D8%B4-%D8%B3%D8%A7%D9%86%D8%AA%D8%A7%D9%81%D9%87/gaDR-WUB?tracker_session_id=8fac5c32-b844-4d6a-b4df-47d6e4df03ba_gaDR-WUB_N,90.0
هیوندای سانتافه ix 45 2700cc,2009,289000,3650000000,9,اتوماتیک,سالم و پلمپ,سالم,خط و خش جزیی,سالم و پلمپ,https://divar.ir/v/%D8%B3%D8%A7%D9%86%D8%AA%D8%A7%D9%81%D9%87-2009-%D9%81%D9%88%D9%82-%D8%A7%D9%84%D8%B9%D8%A7%D8%AF%D9%87/gaDBuIQj?tracker_session_id=8fac5c32-b844-4d6a-b4df-47d6e4df03ba_gaDBuIQj_N,90.0
هیوندای سانتافه ix 45 2400cc,2015,31000,6000000000,0,,,تعیین‌نشده,سالم و بی‌خط و خش,تعیین‌نشده,https://divar.ir/v/%D8%B3%D8%A7%D9%86%D8%AA%D8%A7%D9%81%D9%87-%DB%B2%DB%B0%DB%B1%DB%B5-%D8%B9%D8%AA%DB%8C%D9%82%D9%87/gaFNtjZE?tracker_session_id=8fac5c32-b844-4d6a-b4df-47d6e4df03ba_gaFNtjZE_N,90.0
هیوندای سانتافه ix 45 2400cc,2015,128000,5320000000,11,اتوماتیک,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,https://divar.ir/v/%D8%B3%D8%A7%D9%86%D8%AA%D8%A7%D9%81%D9%87-%DB%B2%DB%B0%DB%B1%DB%B5-%D9%81%D9%88%D9%84-%D9%88%D8%A7%D8%B1%D8%AF%D8%A7%D8%AA%DB%8C-%D8%A8%D8%A7-%D8%B5%D9%86%D8%AF%D9%88%D9%82-%D8%A8%D8%B1%D9%82%DB%8C/gaG5I2Qy?tracker_session_id=8fac5c32-b844-4d6a-b4df-47d6e4df03ba_gaG5I2Qy_N,90.0
هیوندای سانتافه ix 45 2400cc,2018,112000,3400000000,7,اتوماتیک,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,https://divar.ir/v/%D8%B3%D8%A7%D9%86%D8%AA%D8%A7%D9%81%D9%87-%D9%85%D8%AF%D9%842018%D8%AE%D9%84%DB%8C%D8%AC/gaEhN0a6?tracker_session_id=8fac5c32-b844-4d6a-b4df-47d6e4df03ba_gaEhN0a6_N,90.0
هیوندای سانتافه ix 45 2400cc,2015,143000,2900000000,0,اتوماتیک,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,https://divar.ir/v/%D8%B3%D8%A7%D9%86%D8%AA%D8%A7%D9%81%D9%87-%DB%B2%DB%B0%DB%B1%DB%B5%D9%81%D9%88%D9%84/gaFZi9Pq?tracker_session_id=8fac5c32-b844-4d6a-b4df-47d6e4df03ba_gaFZi9Pq_N,90.0
هیوندای سانتافه ix 45 2400cc,2017,95000,2100000000,11,اتوماتیک,سالم و پلمپ,سالم,رنگ‌شدگی در ۲ ناحیه,سالم و پلمپ,https://divar.ir/v/%D8%B3%D8%A7%D9%86%D8%AA%D8%A7%D9%81%D9%87-%D9%85%D8%AF%D9%84-2017-%D8%B3%D9%81%D8%A7%D8%B1%D8%B4-%D8%A2%D9%85%D8%B1%DB%8C%DA%A9%D8%A7-%D8%AA%D9%88%D8%B1%D8%A8%D9%88/gaGJ0CGq?tracker_session_id=8fac5c32-b844-4d6a-b4df-47d6e4df03ba_gaGJ0CGq_N,70.0
هیوندای سانتافه ix 45 2400cc,2018,162000,380000,8,اتوماتیک,سالم و پلمپ,سالم,خط و خش جزیی,سالم و پلمپ,https://divar.ir/v/%D9%87%DB%8C%D9%88%D9%86%D8%AF%D8%A7%DB%8C-%D8%B3%D8%A7%D9%86%D8%AA%D8%A7%D9%81%D9%87-%DB%B2%DB%B0%DB%B1%DB%B8/ga-oHPu4?tracker_session_id=8fac5c32-b844-4d6a-b4df-47d6e4df03ba_ga-oHPu4_N,90.0
هیوندای سانتافه ix 45 2700cc,2007,185000,3920000000,7,اتوماتیک,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,https://divar.ir/v/%D8%B3%D8%A7%D9%86%D8%AA%D8%A7%D9%81%D9%87-%DB%B2%DB%B0%DB%B0%DB%B7-%D8%AA%DA%A9-%D8%A8%D8%B1%DA%AF-%D8%B3%D9%86%D8%AF-%DA%A9%D8%A7%D8%B1%D8%AA-%D9%82%D8%AF%DB%8C%D9%85/gaEN_-oV?tracker_session_id=8fac5c32-b844-4d6a-b4df-47d6e4df03ba_gaEN_-oV_N,90.0
هیوندای سانتافه ix 45 3500cc,2017,200000,298500000,8,اتوماتیک,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,https://divar.ir/v/%D8%B3%D8%A7%D9%86%D8%AA%D8%A7%D9%81%D9%87-%DB%B2%DB%B0%DB%B1%DB%B7/gaEJTxDf?tracker_session_id=8fac5c32-b844-4d6a-b4df-47d6e4df03ba_gaEJTxDf_N,90.0
هیوندای سانتافه ix 45 2400cc,2017,77000,7200000000,5,اتوماتیک,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,https://divar.ir/v/%D9%81%D8%B1%D9%88%D8%B4-%D9%81%D9%88%D8%B1%DB%8C-%D8%B2%DB%8C%D8%B1-%D9%82%DB%8C%D9%85%D8%AA-%DA%A9%D8%A7%D8%B1%D8%B4%D9%86%D8%A7%D8%B3%DB%8C/gaG5J_ex?tracker_session_id=8fac5c32-b844-4d6a-b4df-47d6e4df03ba_gaG5J_ex_N,90.0
هیوندای سانتافه ix 45 2400cc,2016,61000,5550000000,6,دنده‌ای,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,https://divar.ir/v/%D8%B3%D8%A7%D9%86%D8%AA%D8%A7%D9%81%D9%87-%DB%B2%DB%B0%DB%B1%DB%B6-%D9%86%DB%8C%D9%88%D9%81%DB%8C%D8%B3-%D9%81%D8%B1%D9%88%D8%B4-%D9%81%D9%88%D8%B1%DB%8C-%D9%81%D9%82%D8%B7-%D8%A7%D9%85%D8%B1%D9%88%D8%B2/gaAJtTa5?tracker_session_id=8fac5c32-b844-4d6a-b4df-47d6e4df03ba_gaAJtTa5_N,90.0
هیوندای سانتافه ix 45 2400cc,2016,48800,7600000000,8,اتوماتیک,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,https://divar.ir/v/%D8%B3%D8%A7%D9%86%D8%AA%D8%A7%D9%81%D9%87-2016-gdi-%D9%84%D8%A7%DB%8C-%DA%A9%D8%A7%D8%BA%D8%B0%DB%8C/gaFhTrDy?tracker_session_id=8fac5c32-b844-4d6a-b4df-47d6e4df03ba_gaFhTrDy_N,90.0
هیوندای سانتافه ix 45 2400cc,2015,85000,6400000000,6,اتوماتیک,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,https://divar.ir/v/%D8%B3%D8%A7%D9%86%D8%AA%D8%A7%D9%81%D9%87-2015-%D9%81%D9%88%D9%84-%D8%A7%D8%B1%D9%88%D9%BE%D8%A7/gavMpax3?tracker_session_id=8fac5c32-b844-4d6a-b4df-47d6e4df03ba_gavMpax3_N,90.0
هیوندای سانتافه ix 45 2400cc,2017,140000,7100000000,6,اتوماتیک,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,https://divar.ir/v/%D8%B3%D8%A7%D9%86%D8%AA%D8%A7%D9%81%D9%87-%D9%88%D8%A7%D8%B1%D8%AF%D8%A7%D8%AA%DB%8C-%DB%B6%DB%B4-%D8%A2%D9%BE%D8%B4%D9%86-2017-%D8%AF%D8%B1%D8%AC%D9%87-%DB%8C%DA%A9/gaDFY0sX?tracker_session_id=8fac5c32-b844-4d6a-b4df-47d6e4df03ba_gaDFY0sX_N,90.0
هیوندای سانتافه ix 45 2400cc,2025,0,70000,12,اتوماتیک,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,https://divar.ir/v/%D9%87%DB%8C%D9%88%D9%86%D8%AF%D8%A7-%D8%B3%D8%A7%D9%86%D8%AA%D8%A7%D9%81%D9%87-%DB%B2%DB%B0%DB%B2%DB%B5-%D8%A7%D8%B1%D8%B3-%D9%BE%D9%84%D8%A7%DA%A9-%D8%AF%D8%A7%D8%A6%D9%85-%D9%81%D9%88%D9%84/gaDx_Ob-?tracker_session_id=8fac5c32-b844-4d6a-b4df-47d6e4df03ba_gaDx_Ob-_N,90.0
هیوندای سانتافه ix 45 2400cc,2014,195000,4950000000,6,اتوماتیک,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,https://divar.ir/v/%D8%B3%D8%A7%D9%86%D8%AA%D8%A7%D9%81%D9%872014%D9%86%DB%8C%D9%85%D9%87-%D9%81%D9%88%D9%84/gaENBsw-?tracker_session_id=8fac5c32-b844-4d6a-b4df-47d6e4df03ba_gaENBsw-_N,90.0
هیوندای سانتافه ix 45 2400cc,2014,150000,5000000000,4,اتوماتیک,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,https://divar.ir/v/%D8%B3%D8%A7%D9%86%D8%AA%D8%A7%D9%81%D9%87-%DB%B2%DB%B0%DB%B1%DB%B4-%D8%AA%D9%85%D8%A7%D9%85-%D9%81%D8%A7%D8%A8%D8%B1%DB%8C%DA%A9-%D8%A8%D8%AF%D9%88%D9%86-%D9%85%D8%B4%D8%A7%D8%A8%D9%87/gaDx9eEm?tracker_session_id=8fac5c32-b844-4d6a-b4df-47d6e4df03ba_gaDx9eEm_N,90.0
هیوندای سانتافه ix 45 2400cc,2015,159000,6800000,12,اتوماتیک,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,https://divar.ir/v/%D8%B3%D8%A7%D9%86%D8%AA%D8%A7%D9%81%D9%87-2015-%D9%88%D8%A7%D8%B1%D8%AF%D8%A7%D8%AA%DB%8C/ga3Ibtsj?tracker_session_id=8fac5c32-b844-4d6a-b4df-47d6e4df03ba_ga3Ibtsj_N,90.0
هیوندای سانتافه ix 45 2700cc,2008,250000,3900000000,7,اتوماتیک,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,https://divar.ir/v/%D8%B3%D8%A7%D9%86%D8%AA%D8%A7%D9%81%D9%87/gaGV4VEl?tracker_session_id=8fac5c32-b844-4d6a-b4df-47d6e4df03ba_gaGV4VEl_N,90.0
هیوندای سانتافه ix 45 2700cc,2008,272000,3850000000,12,اتوماتیک,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,https://divar.ir/v/%D8%B3%D8%A7%D9%86%D8%AA%D8%A7%D9%81%D9%87-%DB%B2%DB%B0%DB%B0%DB%B8/gaSw7Rpj?tracker_session_id=8fac5c32-b844-4d6a-b4df-47d6e4df03ba_gaSw7Rpj_N,90.0
هیوندای سانتافه ix 45 2400cc,2015,49600,6550000000,12,اتوماتیک,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,https://divar.ir/v/%D8%B3%D8%A7%D9%86%D8%AA%D8%A7%D9%81%D9%87-%DB%B2%DB%B0%DB%B1%DB%B5-%D8%AF%D9%88%D8%AF%DB%8C%D9%81%D8%B1%D8%A7%D9%86%D8%B3%DB%8C%D9%84-%D9%81%D9%88%D9%84-%D8%A7%D8%B3%D8%AA%D8%AB%D9%86%D8%A7%DB%8C%DB%8C-%DA%A9%D9%85-%DA%A9%D8%A7%D8%B1-%D9%88%D8%A7%D9%82%D8%B9%DB%8C/gaDpTbII?tracker_session_id=8fac5c32-b844-4d6a-b4df-47d6e4df03ba_gaDpTbII_N,90.0
هیوندای سانتافه ix 45 2400cc,2014,295000,4800000000,11,اتوماتیک,سالم و پلمپ,سالم,رنگ‌شدگی در ۱ ناحیه,سالم و پلمپ,https://divar.ir/v/%D8%B3%D8%A7%D9%86%D8%AA%D8%A7%D9%81%D9%87-2014-%D9%86%DB%8C%D9%85%D9%87-%D9%81%D9%88%D9%84/gaGVzPoC?tracker_session_id=8fac5c32-b844-4d6a-b4df-47d6e4df03ba_gaGVzPoC_N,80.0
هیوندای سانتافه ix 45 2400cc,2015,82000,3800000000,8,اتوماتیک,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,https://divar.ir/v/%D8%B3%D8%A7%D9%86%D8%AA%D8%A7%D9%81%D9%87-%D9%86%DB%8C%D9%88%DB%B2%DB%B0%DB%B1%DB%B5/ga8k2kV_?tracker_session_id=8fac5c32-b844-4d6a-b4df-47d6e4df03ba_ga8k2kV__N,90.0
هیوندای سانتافه ix 45 3500cc,2011,150000,5200000000,0,اتوماتیک,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,https://divar.ir/v/%D8%B3%D8%A7%D9%86%D8%AA%D8%A7%D9%81%D9%87-2011-%D8%B3%D9%BE%D8%B1-%D9%81%D8%A7%D8%A8%D8%B1%DB%8C%DA%A9/gaGR1PGI?tracker_session_id=8fac5c32-b844-4d6a-b4df-47d6e4df03ba_gaGR1PGI_N,90.0
هیوندای سانتافه ix 45 2400cc,2015,223000,5950000000,9,اتوماتیک,سالم و پلمپ,سالم,خط و خش جزیی,سالم و پلمپ,https://divar.ir/v/%D8%B3%D8%A7%D9%86%D8%AA%D8%A7%D9%81%D9%87-%DB%B2%DB%B0%DB%B1%DB%B5-%D9%88%D8%A7%D8%B1%D8%AF%D8%A7%D8%AA%DB%8C/gaGxKasW?tracker_session_id=8fac5c32-b844-4d6a-b4df-47d6e4df03ba_gaGxKasW_N,90.0
هیوندای سانتافه ix 45 2400cc,2015,84000,3200000000,12,اتوماتیک,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,https://divar.ir/v/%D8%B3%D8%A7%D9%86%D8%AA%D8%A7%D9%81%D9%87-2015-%D9%81%D9%88%D9%84-%DA%A9%D8%A7%D9%85%D9%84-%D8%AA%DA%A9-%D8%AF%D8%B1-%D8%AE%D9%88%D8%B2%D8%B3%D8%AA%D8%A7%D9%86/gau0HbYI?tracker_session_id=8fac5c32-b844-4d6a-b4df-47d6e4df03ba_gau0HbYI_N,90.0
هیوندای سانتافه ix 45 2400cc,2016,150000,6550000000,9,اتوماتیک,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,https://divar.ir/v/%D8%B3%D8%A7%D9%86%D8%AA%D8%A7%D9%81%D9%87-%D9%85%D8%AF%D9%84-2016-%D9%81%D9%88%D9%84-62-%D8%A2%D9%BE%D8%B4%D9%86-%D9%88%D8%A7%D8%B1%D8%AF%D8%A7%D8%AA%DB%8C/gaDRrRKZ?tracker_session_id=8fac5c32-b844-4d6a-b4df-47d6e4df03ba_gaDRrRKZ_N,90.0
هیوندای سانتافه ix 45 2700cc,2009,163000,3650000000,4,اتوماتیک,سالم و پلمپ,سالم,رنگ‌شدگی در ۲ ناحیه,سالم و پلمپ,https://divar.ir/v/%D8%B3%D8%A7%D9%86%D8%AA%D8%A7%D9%81%D9%87-%DB%B2%DB%B0%DB%B0%DB%B9-%D9%81%D9%88%D9%84/gaFpVZvk?tracker_session_id=8fac5c32-b844-4d6a-b4df-47d6e4df03ba_gaFpVZvk_N,70.0
هیوندای سانتافه ix 45 2400cc,2017,129000,7950000000,7,اتوماتیک,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,https://divar.ir/v/%D8%B3%D8%A7%D9%86%D8%AA%D8%A7%D9%81%D9%87-2017-64-%D8%A7%D9%BE%D8%B4%D9%86/gaD1J3h-?tracker_session_id=8fac5c32-b844-4d6a-b4df-47d6e4df03ba_gaD1J3h-_N,90.0
هیوندای سانتافه ix 45 2700cc,2008,390000,3350000000,3,اتوماتیک,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,https://divar.ir/v/%D8%B3%D8%A7%D9%86%D8%AA%D8%A7%D9%81%D9%87-%D9%85%D8%AF%D9%84-%DB%B2%DB%B0%DB%B0%DB%B8-%D8%A8%D8%AF%D9%88%D9%86-%D8%B1%D9%86%DA%AF-%D8%A8%D8%AF%D9%88%D9%86-%D8%AA%D8%B5%D8%A7%D8%AF%D9%81/gaGB0drU?tracker_session_id=8fac5c32-b844-4d6a-b4df-47d6e4df03ba_gaGB0drU_N,90.0
,,0,,0,,,,,,https://divar.ir/v/%D9%81%D8%B1%D9%88%D8%B4-%D8%B3%D8%A7%D9%86%D8%AA%D8%A7%D9%81%D9%87-2009/gaB1gFfF?tracker_session_id=8fac5c32-b844-4d6a-b4df-47d6e4df03ba_gaB1gFfF_N,70.0
هیوندای سانتافه ix 45,2015,131780,6200000000,6,اتوماتیک,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,https://divar.ir/v/%D8%B3%D8%A7%D9%86%D8%AA%D8%A7%D9%81%D9%87%DB%B2%DB%B0%DB%B1%DB%B5-%D9%81%D9%88%D9%84-%DA%A9%D8%A7%D9%85%D9%84-%D9%88%D8%AF%D8%B1%D8%AC%D9%87-%DB%B1-%D8%A8%D8%AF%D9%88%D9%86-%D8%B1%D9%86%DA%AF/gaxAxB0Q?tracker_session_id=8fac5c32-b844-4d6a-b4df-47d6e4df03ba_gaxAxB0Q_N,90.0
