year,mileage,price,insurance,gearbox_type,gearbox_health,motor_status,body_status,chassis_status,url,brand
۲۰۱۵,۱۸۰۰۰۰,"۵,۸۵۰,۰۰۰,۰۰۰ تومان",,اتوماتیک,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,https://divar.ir/v/%D8%B3%D8%A7%D9%86%D8%AA%D8%A7%D9%81%D9%87-%DB%B2%DB%B0%DB%B1%DB%B5-%D8%A7%D9%82%D8%B3%D8%A7%D8%B7-%DB%B2-%D8%A7%D9%84%DB%8C-%DB%B1%DB%B8-%D9%85%D8%A7%D9%87/gaFRCDfO?tracker_session_id=8fac5c32-b844-4d6a-b4df-47d6e4df03ba_gaFRCDfO_N,hyundai_santafe-ix45
۲۰۱۵,۱۳۰۰۰۰,"۴,۸۹۰,۰۰۰,۰۰۰ تومان",۶ ماه,اتوماتیک,سالم و پلمپ,سالم,رنگ‌شدگی در ۱ ناحیه,سالم و پلمپ,https://divar.ir/v/%D8%B3%D8%A7%D9%86%D8%AA%D8%A7%D9%81%D9%87-%DB%B2%DB%B0%DB%B1%DB%B5-%D9%81%D9%88%D9%84-%D8%B2%DB%8C%D8%B1-%D9%82%DB%8C%D9%85%D8%AA-%D9%81%D9%88%D8%B1%DB%8C/gaDVpH0V?tracker_session_id=8fac5c32-b844-4d6a-b4df-47d6e4df03ba_gaDVpH0V_N,hyundai_santafe-ix45
۲۰۱۲,۱۹۰۰۰۰,"۶,۵۰۰,۰۰۰,۰۰۰ تومان",,اتوماتیک,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,https://divar.ir/v/%D8%B3%D8%A7%D9%86%D8%AA%D8%A7%D9%81%D9%87-%D9%85%D8%AF%D9%84-%DB%B2%DB%B0%DB%B1%DB%B2/gaE58yAQ?tracker_session_id=8fac5c32-b844-4d6a-b4df-47d6e4df03ba_gaE58yAQ_N,hyundai_santafe-ix45
۲۰۰۸,۲۶۵۰۰۰,"۴,۲۵۰,۰۰۰,۰۰۰ تومان",۱۲ ماه,اتوماتیک,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,https://divar.ir/v/%D8%B3%D8%A7%D9%86%D8%AA%D8%A7%D9%81%D9%87-%DB%B2%DB%B0%DB%B0%DB%B8-%D9%81%D9%88%D9%84-%D8%AF%D9%88-%D8%AF%DB%8C%D9%81%D8%B1%D8%A7%D9%86%D8%B3%DB%8C%D9%84-%D8%AF%D8%B1%D8%AC%D9%87-%DB%8C%DA%A9/gaCNC3e5?tracker_session_id=8fac5c32-b844-4d6a-b4df-47d6e4df03ba_gaCNC3e5_N,hyundai_santafe-ix45
۲۰۱۰,۲۷۰۰۰۰,"۵,۰۵۰,۰۰۰,۰۰۰ تومان",۱۲ ماه,اتوماتیک,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,https://divar.ir/v/%D8%B3%D8%A7%D9%86%D8%AA%D8%A7%D9%81%D9%87-%DB%B2%DB%B0%DB%B1%DB%B0-%D9%85%D9%88%D8%AA%D9%88%D8%B1-%D8%A8%D8%B2%D8%B1%DA%AF-%D8%A8%D8%AF%D9%88%D9%86-%D8%B1%D9%86%DA%AF-%D8%AF%D8%B1%D8%AC%D9%87/gaDFZuK3?tracker_session_id=8fac5c32-b844-4d6a-b4df-47d6e4df03ba_gaDFZuK3_N,hyundai_santafe-ix45
۲۰۱۵,۲۲۶۰۰۰,"۵,۲۵۰,۰۰۰,۰۰۰ تومان",۱۰ ماه,اتوماتیک,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,https://divar.ir/v/%D8%B3%D8%A7%D9%86%D8%AA%D8%A7%D9%81%D9%87-%DB%B2%DB%B0%DB%B1%DB%B5/gaFhHd7w?tracker_session_id=8fac5c32-b844-4d6a-b4df-47d6e4df03ba_gaFhHd7w_N,hyundai_santafe-ix45
۲۰۱۵,۱۳۵۰۰۰,"۵,۸۰۰,۰۰۰,۰۰۰ تومان",۱۲ ماه,اتوماتیک,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,https://divar.ir/v/%D9%81%D8%B1%D9%88%D8%B4-%D9%85%D8%A7%D8%B4%DB%8C%D9%86/gaFNW6Xa?tracker_session_id=8fac5c32-b844-4d6a-b4df-47d6e4df03ba_gaFNW6Xa_N,hyundai_santafe-ix45
۲۰۱۵,۱۳۵۰۰۰,"۵,۴۹۰,۰۰۰,۰۰۰ تومان",۶ ماه,اتوماتیک,سالم و پلمپ,سالم,رنگ‌شدگی در ۲ ناحیه,سالم و پلمپ,https://divar.ir/v/%D8%B3%D8%A7%D9%86%D8%AA%D8%A7%D9%81%D9%87-%DB%B2%DB%B0%DB%B1%DB%B5-%D9%81%D9%88%D9%84-%DA%A9%D8%A7%D9%85%D9%84/gaDR5qhK?tracker_session_id=8fac5c32-b844-4d6a-b4df-47d6e4df03ba_gaDR5qhK_N,hyundai_santafe-ix45
۲۰۱۵,۱۷۰۰۰۰,"۴,۴۰۰,۰۰۰,۰۰۰ تومان",۸ ماه,اتوماتیک,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,https://divar.ir/v/%D8%B3%D8%A7%D9%86%D8%AA%D8%A7%D9%81%D9%87-%D8%AC%D9%81%D8%AA-%D9%81%D9%88%D9%84-%D8%A2%D9%BE%D8%B4%D9%86-%DB%B2%DB%B0%DB%B1%DB%B5-%D8%A8%DB%8C-%D8%B1%D9%86%DA%AF/gau8GT2k?tracker_session_id=8fac5c32-b844-4d6a-b4df-47d6e4df03ba_gau8GT2k_N,hyundai_santafe-ix45
۲۰۱۵,۲۲۰۰۰۰,"۵,۸۵۰,۰۰۰,۰۰۰ تومان",۹ ماه,اتوماتیک,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,https://divar.ir/v/%D8%B3%D8%A7%D9%86%D8%AA%D8%A7%D9%81%D9%87-%DB%B2%DB%B0%DB%B1%DB%B5-%D9%81%D9%88%D9%84-%DA%A9%D8%A7%D9%85%D9%84/gaDN9hih?tracker_session_id=8fac5c32-b844-4d6a-b4df-47d6e4df03ba_gaDN9hih_N,hyundai_santafe-ix45
۲۰۱۵,۱۸۰۰۰۰,"۵,۴۶۰,۰۰۰,۰۰۰ تومان",۳ ماه,اتوماتیک,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,https://divar.ir/v/%D8%B3%D8%A7%D9%86%D8%AA%D8%A7%D9%81%D9%87-%DB%B2%DB%B0%DB%B1%DB%B5/gaENS305?tracker_session_id=8fac5c32-b844-4d6a-b4df-47d6e4df03ba_gaENS305_N,hyundai_santafe-ix45
۲۰۱۶,۱۲۰۰۰۰,"۶,۶۰۰,۰۰۰,۰۰۰ تومان",۱۱ ماه,اتوماتیک,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,https://divar.ir/v/%D8%B3%D8%A7%D9%86%D8%AA%D8%A7%D9%81%D9%87-%DB%B2%DB%B0%DB%B1%DB%B6-%D9%81%D9%88%D9%84-%D8%B4%D8%B1%DA%A9%D8%AA%DB%8C-%D8%A2%DA%AF%D9%87%DB%8C-%D8%B4%D8%AE%D8%B5%DB%8C-gdi%D9%85%D9%88%D8%AA%D9%88%D8%B1/gazQ8b1p?tracker_session_id=8fac5c32-b844-4d6a-b4df-47d6e4df03ba_gazQ8b1p_N,hyundai_santafe-ix45
۲۰۱۴,۱۹۰۰۰۰,"۳,۵۵۰,۰۰۰,۰۰۰ تومان",۵ ماه,اتوماتیک,سالم و پلمپ,تعویض شده,سالم و بی‌خط و خش,سالم و پلمپ,https://divar.ir/v/%D8%B3%D8%A7%D9%86%D8%AA%D8%A7%D9%81%D9%87-%D9%85%D8%B4%DA%A9%DB%8C-2014-%D9%BE%D9%84%D8%A7%DA%A9-%D9%85%D9%86%D8%B7%D9%82%D9%87/gaEt7ol8?tracker_session_id=8fac5c32-b844-4d6a-b4df-47d6e4df03ba_gaEt7ol8_N,hyundai_santafe-ix45
۲۰۱۶,۱۰۶۰۰۰,"۶,۴۵۰,۰۰۰,۰۰۰ تومان",۶ ماه,اتوماتیک,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,https://divar.ir/v/%D9%81%D8%B1%D9%88%D8%B4-%D8%A7%D9%82%D8%B3%D8%A7%D8%B7%DB%8C-%D8%B3%D8%A7%D9%86%D8%AA%D8%A7%D9%81%D9%87-2016-%D9%81%D9%88%D9%84-%D8%AA%DA%A9-%D8%A8%D8%B1%DA%AF-%D8%B3%D9%86%D8%AF-%D8%A7%D8%AA%D9%88%D9%84%D9%86%D8%AF-%D8%BA%D8%B1%D8%A8/gaEVMNzT?tracker_session_id=8fac5c32-b844-4d6a-b4df-47d6e4df03ba_gaEVMNzT_N,hyundai_santafe-ix45
۲۰۱۵,۱۳۱۷۸۰,"۶,۲۰۰,۰۰۰,۰۰۰ تومان",۶ ماه,اتوماتیک,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,https://divar.ir/v/%D8%B3%D8%A7%D9%86%D8%AA%D8%A7%D9%81%D9%87%DB%B2%DB%B0%DB%B1%DB%B5-%D9%81%D9%88%D9%84-%DA%A9%D8%A7%D9%85%D9%84-%D9%88%D8%AF%D8%B1%D8%AC%D9%87-%DB%B1-%D8%A8%D8%AF%D9%88%D9%86-%D8%B1%D9%86%DA%AF/gaxAxB0Q?tracker_session_id=8fac5c32-b844-4d6a-b4df-47d6e4df03ba_gaxAxB0Q_P,hyundai_santafe-ix45
۲۰۲۰,۲۵۰۰۰۰,"۴,۷۵۰,۰۰۰,۰۰۰ تومان",۶ ماه,اتوماتیک,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,https://divar.ir/v/%D9%87%DB%8C%D9%88%D9%86%D8%AF%D8%A7-%D8%B3%D8%A7%D9%86%D8%AA%D8%A7%D9%81%D9%87-%D9%85%D8%AF%D9%84%DB%B2%DB%B0%DB%B1%DB%B0/gaGtHrm8?tracker_session_id=8fac5c32-b844-4d6a-b4df-47d6e4df03ba_gaGtHrm8_N,hyundai_santafe-ix45
۲۰۱۵,۱۰۳۰۰۰,"۳,۸۵۰,۰۰۰,۰۰۰ تومان",,اتوماتیک,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,https://divar.ir/v/%D8%B3%D8%A7%D9%86%D8%AA%D8%A7%D9%81%D9%87-%DB%B2%DB%B0%DB%B1%DB%B5-%D8%AA%D9%85%DB%8C%D8%B2-%DA%A9%D9%85-%DA%A9%D8%A7%D8%B1%DA%A9%D8%B1%D8%AF/ga68rXZk?tracker_session_id=8fac5c32-b844-4d6a-b4df-47d6e4df03ba_ga68rXZk_N,hyundai_santafe-ix45
۲۰۰۹,۲۰۰۰۰۰,"۳,۳۰۰,۰۰۰,۰۰۰ تومان",۶ ماه,اتوماتیک,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,https://divar.ir/v/%D8%B3%D8%A7%D9%86%D8%AA%D8%A7%D9%81%D9%87-%D9%85%D8%AF%D9%84-%DB%B2%DB%B0%DB%B0%DB%B9/gayYmGiT?tracker_session_id=8fac5c32-b844-4d6a-b4df-47d6e4df03ba_gayYmGiT_N,hyundai_santafe-ix45
۲۰۱۷,۲۱۵۰۰۰,"۷,۱۵۰,۰۰۰,۰۰۰ تومان",۱۲ ماه,اتوماتیک,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,https://divar.ir/v/%D8%B3%D8%A7%D9%86%D8%AA%D8%A7%D9%81%D9%87-2017-%D8%B4%D8%B1%DA%A9%D8%AA%DB%8C/gaERcGvh?tracker_session_id=8fac5c32-b844-4d6a-b4df-47d6e4df03ba_gaERcGvh_N,hyundai_santafe-ix45
۲۰۱۵,۱۴۶۰۰۰,"۶,۵۰۰,۰۰۰,۰۰۰ تومان",۶ ماه,اتوماتیک,سالم و پلمپ,تعیین‌نشده,رنگ‌شدگی در ۱ ناحیه,سالم و پلمپ,https://divar.ir/v/%D8%B3%D8%A7%D9%86%D8%AA%D8%A7%D9%81%D9%87-%D9%86%DB%8C%D9%88-2015/gaF9DJk6?tracker_session_id=8fac5c32-b844-4d6a-b4df-47d6e4df03ba_gaF9DJk6_N,hyundai_santafe-ix45
۲۰۱۶,۱۳۰۰۰۰,"۲,۸۰۰,۰۰۰,۰۰۰ تومان",۱۲ ماه,اتوماتیک,سالم و پلمپ,سالم,رنگ‌شدگی در ۲ ناحیه,سالم و پلمپ,https://divar.ir/v/%D8%B3%D8%A7%D9%86%D8%AA%D8%A7%D9%81%D9%87-%D9%81%D9%88%D9%84-%DB%B2%DB%B0%DB%B1%DB%B6-%D9%82%DB%8C%D9%85%D8%AA-%D8%A7%D8%B3%D8%AA%D8%AB%D9%86%D8%A7%DB%8C%DB%8C-%D9%85%D9%86%D8%B7%D9%82%D9%87-%D8%A2%D8%B2%D8%A7%D8%AF-%D8%A7%D9%86%D8%B2%D9%84%DB%8C/gaD9Hf7V?tracker_session_id=8fac5c32-b844-4d6a-b4df-47d6e4df03ba_gaD9Hf7V_N,hyundai_santafe-ix45
۲۰۱۴,۲۴۰۰۰۰,"۳,۲۵۰,۰۰۰,۰۰۰ تومان",۳ ماه,,سالم و پلمپ,سالم,خط و خش جزیی,سالم و پلمپ,https://divar.ir/v/%D8%B3%D8%A7%D9%86%D8%AA%D8%A7%D9%81%D9%87-2014-%D9%85%D9%88%D8%AA%D9%88%D8%B1-%D8%B4%D8%B4-%D8%B3%DB%8C%D9%84%D9%86%D8%AF%D8%B1-3300%D9%BE%D9%84%D8%A7%DA%A9-%D9%85%D9%86%D8%B7%D9%82%D9%87/gaExPXT0?tracker_session_id=8fac5c32-b844-4d6a-b4df-47d6e4df03ba_gaExPXT0_N,hyundai_santafe-ix45
,,,,,,,,,https://divar.ir/v/%D8%B3%D8%A7%D9%86%D8%AA%D8%A7%D9%81%D9%87-%D8%B3%D9%81%DB%8C%D8%AF-%DB%B2%DB%B0%DB%B1%DB%B6-%D9%81%D9%88%D9%84-%DA%A9%D8%A7%D9%85%D9%84-%D8%A8%DB%8C-%D8%B1%D9%86%DA%AF/gaD1Ke0b?tracker_session_id=8fac5c32-b844-4d6a-b4df-47d6e4df03ba_gaD1Ke0b_N,hyundai_santafe-ix45
۲۰۱۵,۸۷۰۰۰,"۵,۹۵۰,۰۰۰,۰۰۰ تومان",۶ ماه,اتوماتیک,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,https://divar.ir/v/%D8%B3%D8%A7%D9%86%D8%AA%D8%A7%D9%81%D9%87-2015-%D9%86%DB%8C%D9%88-%D9%81%DB%8C%D8%B3-%D9%81%D9%88%D9%84-%DA%A9%D8%A7%D9%85%D9%84/gaEJ8LLE?tracker_session_id=8fac5c32-b844-4d6a-b4df-47d6e4df03ba_gaEJ8LLE_N,hyundai_santafe-ix45
۲۰۱۴,۱۲۰۰۰۰,"۳,۲۷۰,۰۰۰,۰۰۰ تومان",۱۰ ماه,اتوماتیک,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,https://divar.ir/v/%D8%B3%D8%A7%D9%86%D8%AA%D8%A7%D9%81%D9%87-%D8%B4%D8%B4-%D8%B3%DB%8C%D9%84%D9%86%D8%AF%D8%B1-%DB%B2%DB%B0%DB%B1%DB%B4-%D8%A8%DB%8C-%D8%B1%D9%86%DA%AF/gaD56RJ2?tracker_session_id=8fac5c32-b844-4d6a-b4df-47d6e4df03ba_gaD56RJ2_N,hyundai_santafe-ix45
۲۰۱۶,۱۳۵۰۰۰,"۷,۲۰۰,۰۰۰,۰۰۰ تومان",۸ ماه,اتوماتیک,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,https://divar.ir/v/%D8%B3%D8%A7%D9%86%D8%AA%D8%A7%D9%81%D9%87-gdi/gaC1TNZN?tracker_session_id=8fac5c32-b844-4d6a-b4df-47d6e4df03ba_gaC1TNZN_N,hyundai_santafe-ix45
۲۰۰۸,۲۶۰۰۰۰,"۳,۸۵۰,۰۰۰,۰۰۰ تومان",۹ ماه,اتوماتیک,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,https://divar.ir/v/%D8%B3%D8%A7%D9%86%D8%AA%D8%A7%D9%81%D9%87-%DB%B2%DB%B0%DB%B0%DB%B8-%D8%B3%D9%81%DB%8C%D8%AF-%D9%81%D9%88%D9%84-%DA%A9%D8%A7%D9%85%D9%84/gaFNm_9S?tracker_session_id=8fac5c32-b844-4d6a-b4df-47d6e4df03ba_gaFNm_9S_N,hyundai_santafe-ix45
۲۰۱۴,۱۵۳۰۰۰,"۴,۹۰۰,۰۰۰,۰۰۰ تومان",۶ ماه,اتوماتیک,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,https://divar.ir/v/%D9%87%DB%8C%D9%88%D9%86%D8%AF%D8%A7%DB%8C-%D8%B3%D8%A7%D9%86%D8%AA%D8%A7%D9%81%D9%87-ix45-2014-%D8%A8%D8%AF%D9%88%D9%86-%D8%B1%D9%86%DA%AF/gaDV9Ygq?tracker_session_id=8fac5c32-b844-4d6a-b4df-47d6e4df03ba_gaDV9Ygq_N,hyundai_santafe-ix45
۲۰۰۹,۳۰۰۰۰۰,"۳,۳۰۰,۰۰۰,۰۰۰ تومان",۶ ماه,اتوماتیک,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,https://divar.ir/v/%D8%B3%D8%A7%D9%86%D8%AA%D8%A7%D9%81%D9%87-%DB%B2%DB%B0%DB%B0%DB%B9/gaDltpgc?tracker_session_id=8fac5c32-b844-4d6a-b4df-47d6e4df03ba_gaDltpgc_N,hyundai_santafe-ix45
۲۰۰۸,۳۷۰۰۰۰,"۳,۶۰۰,۰۰۰,۰۰۰ تومان",۹ ماه,اتوماتیک,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,https://divar.ir/v/%D9%81%D8%B1%D9%88%D8%B4-%D8%B3%D8%A7%D9%86%D8%AA%D8%A7%D9%81%D9%87-%DB%B2%DB%B0%DB%B0%DB%B8/gaGBCUQz?tracker_session_id=8fac5c32-b844-4d6a-b4df-47d6e4df03ba_gaGBCUQz_N,hyundai_santafe-ix45
۲۰۱۸,۵۸۰۰۰,"۵,۱۵۰,۰۰۰,۰۰۰ تومان",,اتوماتیک,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,https://divar.ir/v/%D8%B3%D8%A7%D9%86%D8%AA%D8%A7%D9%81%D9%87-2018-%D9%81%D9%88%D9%84-64-%D8%B3%D9%81%D8%A7%D8%B1%D8%B4%DB%8C/gaGd8k5c?tracker_session_id=8fac5c32-b844-4d6a-b4df-47d6e4df03ba_gaGd8k5c_N,hyundai_santafe-ix45
۲۰۰۹,۳۰۰۰۰۰,"۳,۸۵۰,۰۰۰,۰۰۰ تومان",۹ ماه,اتوماتیک,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,https://divar.ir/v/%D8%AE%D9%88%D8%AF%D8%B1%D9%88%DB%8C-%D8%B3%D8%A7%D9%86%D8%AA%D8%A7%D9%81%D8%A7-%D9%85%D8%AF%D9%84-%DB%B2%DB%B0%DB%B0%DB%B9-%D8%B9%D8%AA%DB%8C%D9%82%D9%87/gaGpEyx9?tracker_session_id=8fac5c32-b844-4d6a-b4df-47d6e4df03ba_gaGpEyx9_N,hyundai_santafe-ix45
۲۰۱۴,۲۰۰۰۰۰,"۴,۸۰۰,۰۰۰,۰۰۰ تومان",۶ ماه,اتوماتیک,سالم و پلمپ,سالم,رنگ‌شدگی در ۱ ناحیه,سالم و پلمپ,https://divar.ir/v/%D8%B3%D8%A7%D9%86%D8%AA%D8%A7%D9%81%D9%87-%DB%B2%DB%B0%DB%B1%DB%B4/gaE9M-ys?tracker_session_id=8fac5c32-b844-4d6a-b4df-47d6e4df03ba_gaE9M-ys_N,hyundai_santafe-ix45
۲۰۱۵,۱۵۴۰۰۰,"۵,۲۳۰,۰۰۰,۰۰۰ تومان",۷ ماه,اتوماتیک,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,https://divar.ir/v/%D8%B3%D8%A7%D9%86%D8%AA%D8%A7%D9%81%D9%87-%D9%85%D8%AF%D9%84-2015-%D9%BE%D9%84%D8%A7%DA%A9-%D9%85%D9%84%DB%8C/gaGJ3PVb?tracker_session_id=8fac5c32-b844-4d6a-b4df-47d6e4df03ba_gaGJ3PVb_N,hyundai_santafe-ix45
۲۰۱۶,۱۱۴۰۰۰,"۶,۵۸۰,۰۰۰,۰۰۰ تومان",۹ ماه,اتوماتیک,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,https://divar.ir/v/%D8%B3%D8%A7%D9%86%D8%AA%D8%A7%D9%81%D9%872016%D9%86%DB%8C%D9%88-%D9%81%DB%8C%D8%B3-gdi%D9%81%D9%88%D9%84/gaGx0a0Z?tracker_session_id=8fac5c32-b844-4d6a-b4df-47d6e4df03ba_gaGx0a0Z_N,hyundai_santafe-ix45
۲۰۱۷,۱۹۵۰۰۰,"۷,۱۵۰,۰۰۰,۰۰۰ تومان",۵ ماه,اتوماتیک,سالم و پلمپ,سالم,خط و خش جزیی,سالم و پلمپ,https://divar.ir/v/%D8%B4%D8%B3%D8%AA%D8%B4%D9%88%DB%8C-%DA%A9%D8%A7%D9%85%D9%84-%D9%85%D9%88%D8%AA%D9%88%D8%B1i%D8%A2%D8%B3%D8%A7%D9%86-%D9%85%D9%88%D8%AA%D9%88%D8%B1-%D8%A8%D8%AF%D9%86%D9%87-%D8%B3%D8%A7%D9%84%D9%85-%D9%88%D8%A8%D8%AF%D9%88%D9%86-%D8%B1%D9%86%DA%AF/gaE5AT1q?tracker_session_id=8fac5c32-b844-4d6a-b4df-47d6e4df03ba_gaE5AT1q_N,hyundai_santafe-ix45
۲۰۱۴,۸۸۰۰۰,"۱,۰۰۰,۰۰۰ تومان",,اتوماتیک,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,https://divar.ir/v/%D8%B3%D8%A7%D9%86%D8%AA%D8%A7%D9%81%D9%87-2014/gaEJ-Thg?tracker_session_id=8fac5c32-b844-4d6a-b4df-47d6e4df03ba_gaEJ-Thg_N,hyundai_santafe-ix45
۲۰۱۷,۴۴۰۰۰,"۳,۵۰۰,۰۰۰,۰۰۰ تومان",۱۰ ماه,اتوماتیک,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,https://divar.ir/v/%D8%B3%D8%A7%D9%86%D8%AA%D8%A7%D9%81%D9%87-%D8%AE%D9%84%DB%8C%D8%AC-2017-%D8%AF%D9%88-%D8%AF%D9%81-%D8%A8%D8%AF%D9%88%D9%86-%D8%B1%D9%86%DA%AF-%D8%B5%D8%A7%D9%81%DA%A9%D8%A7%D8%B1%DB%8C/gaC1B04x?tracker_session_id=8fac5c32-b844-4d6a-b4df-47d6e4df03ba_gaC1B04x_N,hyundai_santafe-ix45
۲۰۱۴,۹۸۰۰۰,"۴,۹۰۰,۰۰۰,۰۰۰ تومان",,اتوماتیک,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,https://divar.ir/v/%D8%B3%D8%A7%D9%86%D8%AA%D8%A7%D9%81%D9%87-%DB%B2%DB%B0%DB%B1%DB%B4-%D9%85%D9%84%DB%8C-%D8%A8%D8%AF%D9%88%D9%86-%D8%B1%D9%86%DA%AF-%D8%A7%D8%B3%D8%AA%D8%AB%D9%86%D8%A7%DB%8C%DB%8C-%DA%A9%D9%85-%DA%A9%D8%A7%D8%B1%DA%A9%D8%B1%D8%AF/gaDlNsdd?tracker_session_id=8fac5c32-b844-4d6a-b4df-47d6e4df03ba_gaDlNsdd_N,hyundai_santafe-ix45
۲۰۱۵,۲۰۰۰۰۰,"۱,۹۵۰,۰۰۰,۰۰۰ تومان",۶ ماه,اتوماتیک,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,https://divar.ir/v/%D8%B3%D8%A7%D9%86%D8%AA%D8%A7%D9%81%D9%87-2015-%D8%AE%D9%84%DB%8C%D8%AC/gaesYguC?tracker_session_id=8fac5c32-b844-4d6a-b4df-47d6e4df03ba_gaesYguC_N,hyundai_santafe-ix45
۲۰۱۴,۲۸۰۰۰۰,"۵,۷۰۰,۰۰۰,۰۰۰ تومان",۳ ماه,اتوماتیک,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,https://divar.ir/v/%D8%B3%D8%A7%D9%86%D8%AA%D8%A7%D9%81%D9%87-%D9%81%D9%88%D9%84-%D8%AF%D9%88-%D8%AF%D9%81%D8%B1%D8%A7%D9%86%D8%B3%DB%8C%D9%84-%DB%B2%DB%B0%DB%B1%DB%B4-%D8%B4%D8%AA%D8%A7%D8%A8-%DB%B9-%D8%AB%D8%A7%D9%86%DB%8C%D9%87/gaEB-1cL?tracker_session_id=8fac5c32-b844-4d6a-b4df-47d6e4df03ba_gaEB-1cL_N,hyundai_santafe-ix45
۲۰۱۶,۱۳۸۰۰۰,"۳,۰۵۰,۰۰۰,۰۰۰ تومان",۶ ماه,اتوماتیک,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,https://divar.ir/v/%D8%B3%D8%A7%D9%86%D8%AA%D8%A7%D9%81%D9%87-%D9%81%D9%88%D9%84-%D8%AE%D9%84%DB%8C%D8%AC-%DB%B2%DB%B0%DB%B1%DB%B6/gaClsl72?tracker_session_id=8fac5c32-b844-4d6a-b4df-47d6e4df03ba_gaClsl72_N,hyundai_santafe-ix45
۲۰۱۵,۱۱۰۰۰۰,"۴,۷۰۰,۰۰۰,۰۰۰,۰۰۰ تومان",۹ ماه,اتوماتیک,سالم و پلمپ,سالم,رنگ‌شدگی در ۱ ناحیه,سالم و پلمپ,https://divar.ir/v/%D8%B3%D8%A7%D9%86%D8%AA%D8%A7%D9%81%D9%87-%D8%AA%DA%A9-%D8%AF%D9%81/ga6cuoaz?tracker_session_id=8fac5c32-b844-4d6a-b4df-47d6e4df03ba_ga6cuoaz_N,hyundai_santafe-ix45
۲۰۱۵,۲۰۰۰۰۰,"۵,۴۸۰,۰۰۰,۰۰۰ تومان",۶ ماه,اتوماتیک,سالم و پلمپ,سالم,خط و خش جزیی,سالم و پلمپ,https://divar.ir/v/%D8%B3%D8%A7%D9%86%D8%AA%D8%A7%D9%81%D9%87/gaDdLxO9?tracker_session_id=8fac5c32-b844-4d6a-b4df-47d6e4df03ba_gaDdLxO9_N,hyundai_santafe-ix45
۲۰۱۷,۱۹۰۰۰۰,"۶,۹۴۰,۰۰۰,۰۰۰ تومان",۱۲ ماه,اتوماتیک,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,https://divar.ir/v/%D8%B3%D8%A7%D9%86%D8%AA%D8%A7%D9%81%D9%87%DB%B1%DB%B7-%D8%A8%DB%8C%D8%B1%D9%86%DA%AF-%D8%B3%D9%86%D8%AF-%D8%AA%DA%A9%D8%A8%D8%B1%DA%AF-%D8%AA%D8%AD%D8%AA-%D9%81%D8%B1%D9%88%D8%B4-%D9%88-%D8%B6%D9%85%D8%A7%D9%86%D8%AA-%DA%A9%D8%A7%D8%B1%D9%86%D8%A7%D9%85%D9%87/gaG9SVFx?tracker_session_id=8fac5c32-b844-4d6a-b4df-47d6e4df03ba_gaG9SVFx_N,hyundai_santafe-ix45
