brand_model,year,mileage,price,insurance,gearbox_type,gearbox_health,motor_status,body_status,chassis_status,url
کوییک RS,۱۴۰۳ - ۲۰۲۴,۵۴۰۰۰,"۱,۰۲۰,۰۰۰,۰۰۰ تومان",۱۲ ماه,دنده‌ای,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,https://divar.ir/v/%D9%81%D8%B1%D9%88%D8%B4-%D9%81%D9%88%D8%B1%DB%8C-%DA%A9%D9%88%D8%A6%DB%8C%DA%A9-rs-%D9%85%D8%AF%D9%84-%DB%B4%DB%B0%DB%B3/gaG9b1Wd?tracker_session_id=f0d301b0-3ef9-4cf4-b63f-8614d92795f2_gaG9b1Wd_N
کوییک دنده‌ای ساده,۱۴۰۱ - ۲۰۲۲,۶۴۰۰۰,"۸۹۵,۰۰۰,۰۰۰ تومان",۶ ماه,دنده‌ای,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,https://divar.ir/v/%DA%A9%D9%88%DB%8C%DB%8C%DA%A9-%D8%B3%D8%A7%D8%AF%D9%87-%D9%85%D8%AF%D9%84-%DB%B1%DB%B4%DB%B0%DB%B1/gaFlwtFZ?tracker_session_id=f0d301b0-3ef9-4cf4-b63f-8614d92795f2_gaFlwtFZ_N
کوییک دنده‌ای R,۱۴۰۰ - ۲۰۲۱,۹۷۰۰۰,"۷۲۸,۰۰۰,۰۰۰ تومان",,دنده‌ای,,سالم,رنگ‌شدگی در ۱ ناحیه,ضربه‌خورده,https://divar.ir/v/%D9%81%D8%B1%D9%88%D8%B4/gaHdWMDj?tracker_session_id=f0d301b0-3ef9-4cf4-b63f-8614d92795f2_gaHdWMDj_N
کوییک دنده‌ای R,۱۴۰۰ - ۲۰۲۱,۳۷۰۰۰,"۹۲۰,۰۰۰,۰۰۰ تومان",۶ ماه,دنده‌ای,سالم و پلمپ,سالم,خط و خش جزیی,سالم و پلمپ,https://divar.ir/v/%DA%A9%D9%88%DB%8C%DB%8C%DA%A9-%D9%85%D8%AF%D9%84-r-%D8%AA%D9%85%DB%8C%D8%B2-%D8%B3%D8%A7%D9%84-%DB%B1%DB%B4%DB%B0%DB%B0-%DA%A9%D8%A7%D8%B1%DA%A9%D8%B1%D8%AF-%DA%A9%D9%85/gaHNW-zO?tracker_session_id=f0d301b0-3ef9-4cf4-b63f-8614d92795f2_gaHNW-zO_N
کوییک دنده‌ای S,۱۴۰۳ - ۲۰۲۴,۴۵۰۰۰,"۱,۱۰۰,۰۰۰,۰۰۰ تومان",۶ ماه,دنده‌ای,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,https://divar.ir/v/%DA%A9%D9%88%DB%8C%DB%8C%DA%A9%DB%B4%DB%B0%DB%B3-%D8%AE%D8%A7%D8%B5-%D8%AA%D8%B1%DB%8C%D9%86/gaH5F8zO?tracker_session_id=f0d301b0-3ef9-4cf4-b63f-8614d92795f2_gaH5F8zO_N
کوییک دنده‌ای ساده,۱۴۰۱ - ۲۰۲۲,۴۰۰۰۰,"۱,۰۰۰,۰۰۰,۰۰۰ تومان",۸ ماه,دنده‌ای,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,https://divar.ir/v/%DA%A9%D9%88%DB%8C%DB%8C%DA%A9-%D9%85%D8%AF%D9%84-%D8%A2%D8%AE%D8%B1-%DB%B1%DB%B4%DB%B0%DB%B1/gaHNT5Kw?tracker_session_id=f0d301b0-3ef9-4cf4-b63f-8614d92795f2_gaHNT5Kw_N
کوییک دنده‌ای G,۱۳۹۷ - ۲۰۱۸,۱۵۷۰۰۰,"۸۵۰,۰۰۰,۰۰۰ تومان",۸ ماه,دنده‌ای,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,https://divar.ir/v/%DA%A9%D9%88%DB%8C%DB%8C%DA%A9-%D9%85%D8%AF%D9%84-%D8%A2%D8%AE%D8%B1-%DB%B9%DB%B7/gaGB8oAc?tracker_session_id=f0d301b0-3ef9-4cf4-b63f-8614d92795f2_gaGB8oAc_N
کوییک GXR تیپ L,۱۴۰۲ - ۲۰۲۳,۴۰۰۰۰,"۹۰۰,۰۰۰,۰۰۰ تومان",۱۱ ماه,دنده‌ای,سالم و پلمپ,سالم,رنگ‌شدگی در ۲ ناحیه,سالم و پلمپ,https://divar.ir/v/%DA%A9%D9%88%DB%8C%DB%8C%DA%A9-%D9%85%D8%AF%D9%84-402/gaGhMhm0?tracker_session_id=f0d301b0-3ef9-4cf4-b63f-8614d92795f2_gaGhMhm0_N
کوییک دنده‌ای R,۱۴۰۱ - ۲۰۲۲,۵۱۵۰۰,"۹۵۵,۰۰۰,۰۰۰ تومان",۸ ماه,دنده‌ای,سالم و پلمپ,سالم,خط و خش جزیی,سالم و پلمپ,https://divar.ir/v/%DA%A9%D9%88%DB%8C%DB%8C%DA%A9-r-%D9%85%D8%B4%DA%A9%DB%8C-%D9%82%D8%B1%D9%85%D8%B2/gaH9lohe?tracker_session_id=f0d301b0-3ef9-4cf4-b63f-8614d92795f2_gaH9lohe_N
کوییک دنده‌ای S,۱۴۰۴ - ۲۰۲۵,۳۰۰۰,"۱,۱۳۰,۰۰۰,۰۰۰ تومان",۳ ماه,دنده‌ای,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,https://divar.ir/v/%DA%A9%D9%88%DB%8C%DB%8C%DA%A9-s%D9%85%D8%AF%D9%84-%DB%B4%DB%B0%DB%B4%D8%A8%D8%B1%D8%AC%DB%B6-%D9%85%D8%B4%D8%A7%D8%A8%D9%87-%D8%B5%D9%81%D8%B1/gaHhUp39?tracker_session_id=f0d301b0-3ef9-4cf4-b63f-8614d92795f2_gaHhUp39_N
کوییک دنده‌ای R,۱۴۰۲ - ۲۰۲۳,۱۲۴۰۰۰,"۹۵۰,۰۰۰,۰۰۰ تومان",۱۲ ماه,دنده‌ای,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,https://divar.ir/v/%DA%A9%D9%88%DB%8C%DB%8C%DA%A9-r-%D9%85%D8%AF%D9%84-1402/gaBRHmnl?tracker_session_id=f0d301b0-3ef9-4cf4-b63f-8614d92795f2_gaBRHmnl_N
کوییک GXR تیپ L,۱۴۰۳ - ۲۰۲۴,۷۸۰۰,"۱,۱۷۰,۰۰۰,۰۰۰ تومان",۸ ماه,دنده‌ای,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,https://divar.ir/v/%DA%A9%D9%88%DB%8C%DB%8C%DA%A9-gxr-%DA%A9%D9%85-%DA%A9%D8%A7%D8%B1-%D9%85%D9%88%D8%AA%D9%88%D8%B1-%D8%A7%D8%B7%D9%84%D8%B3-%D9%BE%D8%A7%D8%B1%D8%B3-%D8%AE%D9%88%D8%AF%D8%B1%D9%88/ga7gZPib?tracker_session_id=f0d301b0-3ef9-4cf4-b63f-8614d92795f2_ga7gZPib_N
کوییک GX تیپ L,۱۴۰۳ - ۲۰۲۴,۳۸۰۰۰,"۱,۱۰۰,۰۰۰,۰۰۰ تومان",,دنده‌ای,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,https://divar.ir/v/%DA%A9%D9%88%DB%8C%DB%8C%DA%A9-gx-%D9%81%D9%88%D9%84-1403/gaG9eh0v?tracker_session_id=f0d301b0-3ef9-4cf4-b63f-8614d92795f2_gaG9eh0v_N
کوییک دنده‌ای R,۱۴۰۳ - ۲۰۲۴,۸۳,"۱۰,۰۰۰,۰۰۰,۰۰۰ تومان",۱۲ ماه,دنده‌ای,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,https://divar.ir/v/%DA%A9%D9%88%DB%8C%DA%A9r/gaGBecM_?tracker_session_id=f0d301b0-3ef9-4cf4-b63f-8614d92795f2_gaGBecM__N
کوییک RS,۱۴۰۵ - ۲۰۲۶,۵۰,"۱,۱۹۰,۰۰۰,۰۰۰ تومان",۱۱ ماه,دنده‌ای,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,https://divar.ir/v/%DA%A9%D9%88%DB%8C%DB%8C%DA%A9-rs/gaGpt85H?tracker_session_id=f0d301b0-3ef9-4cf4-b63f-8614d92795f2_gaGpt85H_N
کوییک دنده‌ای ساده,۱۴۰۱ - ۲۰۲۲,۷۹۰۰۰,"۹۴۵,۰۰۰,۰۰۰ تومان",۳ ماه,دنده‌ای,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,https://divar.ir/v/%DA%A9%D9%88%DB%8C%DB%8C%DA%A9-%D8%AF%D9%86%D8%AF%D9%87-%D8%A7%DB%8C-%D9%85%D8%AF%D9%841401/gaR86rpw?tracker_session_id=f0d301b0-3ef9-4cf4-b63f-8614d92795f2_gaR86rpw_N
,,,,,,,,,,https://divar.ir/v/%DA%A9%D9%88%DB%8C%DB%8C%DA%A9-gx-1405-%D8%AE%D8%B4%DA%A9-%D9%81%D9%88%D9%84-85-%DA%AF%D8%A7%D9%86%D9%87/gaGtdw2u?tracker_session_id=f0d301b0-3ef9-4cf4-b63f-8614d92795f2_gaGtdw2u_N
کوییک دنده‌ای R,۱۴۰۱ - ۲۰۲۲,۸۰۰۰۰,"۹۶۰,۰۰۰,۰۰۰ تومان",۶ ماه,دنده‌ای,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,https://divar.ir/v/%DA%A9%D9%88%DB%8C%DB%8C%DA%A9-r-1401/gaGJc-Di?tracker_session_id=f0d301b0-3ef9-4cf4-b63f-8614d92795f2_gaGJc-Di_N
کوییک دنده‌ای R,۱۴۰۲ - ۲۰۲۳,۷۵۰۰۰,"۹۸۰,۰۰۰,۰۰۰ تومان",۳ ماه,دنده‌ای,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,https://divar.ir/v/%DA%A9%D9%88%D8%A6%DB%8C%DA%A9-r-%D8%B3%D9%82%D9%81-%D9%85%D8%B4%DA%A9%DB%8C-85-%DA%AF%D8%A7%D9%86%D9%87-%D9%85%D8%AF%D9%84-1402-%D8%A8%DB%8C-%D8%B1%D9%86%DA%AF/gaHlAAiW?tracker_session_id=f0d301b0-3ef9-4cf4-b63f-8614d92795f2_gaHlAAiW_N
کوییک GX تیپ L,۱۴۰۳ - ۲۰۲۴,۱۳۰۰۰,"۱,۰۴۵,۰۰۰,۰۰۰ تومان",۹ ماه,دنده‌ای,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,https://divar.ir/v/%DA%A9%D9%88%DB%8C%DB%8C%DA%A9-%D8%A7%D8%B3%D9%81%D9%86%D8%AF-403-%D8%A7%D8%B1%D8%AA%D9%82%D8%A7-%DB%8C%D8%A7%D9%81%D8%AA%D9%87-%D8%B2%DB%8C%D8%B1-%D9%82%DB%8C%D9%85%D8%AA/gaCRxGuI?tracker_session_id=f0d301b0-3ef9-4cf4-b63f-8614d92795f2_gaCRxGuI_N
کوییک دنده‌ای R,۱۴۰۰ - ۲۰۲۱,۷۳۰۰۰,"۹۲۰,۰۰۰,۰۰۰ تومان",۱۲ ماه,دنده‌ای,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,https://divar.ir/v/%DA%A9%D9%88%DB%8C%DB%8C%DA%A9-%D8%A7%D8%B1-r-%D8%A8%D8%AF%D9%88%D9%86-%D8%B1%D9%86%DA%AF-%D8%B4%D8%A7%D8%B3%DB%8C%D9%87%D8%A7-%D9%BE%D9%84%D9%85%D9%BE/gaD1Uhri?tracker_session_id=f0d301b0-3ef9-4cf4-b63f-8614d92795f2_gaD1Uhri_N
کوییک دنده‌ای ساده,۱۴۰۰ - ۲۰۲۱,۱۱۸۰۰۰,"۸۸۰,۰۰۰,۰۰۰ تومان",۱ ماه,دنده‌ای,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,https://divar.ir/v/%DA%A9%D9%88%D8%A6%DB%8C%DA%A91400-%D8%A8%DB%8C-%D8%B1%D9%86%DA%AF-%D9%85%D8%B4%D8%A7%D8%A8%D9%87-%D8%B5%D9%81%D8%B1/gaHJ2Ib2?tracker_session_id=f0d301b0-3ef9-4cf4-b63f-8614d92795f2_gaHJ2Ib2_N
کوییک دنده‌ای ساده,۱۴۰۱ - ۲۰۲۲,۷۲۰۰۰,"۹۷۵,۰۰۰,۰۰۰ تومان",۵ ماه,دنده‌ای,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,https://divar.ir/v/%DA%A9%D9%88%DB%8C%DB%8C%DA%A9-%D9%BE%D8%A7%D8%B1%D8%B3-%D8%AE%D9%88%D8%AF%D8%B1%D9%88%DB%8C%DB%8C/gaHlWaob?tracker_session_id=f0d301b0-3ef9-4cf4-b63f-8614d92795f2_gaHlWaob_N
کوییک GXR تیپ L,۱۴۰۴ - ۲۰۲۵,۳۰۰۰۰,"۱,۱۰۰,۰۰۰,۰۰۰ تومان",۱۰ ماه,دنده‌ای,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,https://divar.ir/v/%DA%A9%D9%88%DB%8C%DB%8C%DA%A9-gxr-l-%D9%85%D8%AF%D9%84-1404/gaHFmfn8?tracker_session_id=f0d301b0-3ef9-4cf4-b63f-8614d92795f2_gaHFmfn8_N
کوییک GX تیپ L,۱۴۰۳ - ۲۰۲۴,۱۹۰۰۰,"۱,۰۶۸,۰۰۰,۰۰۰ تومان",۸ ماه,دنده‌ای,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,https://divar.ir/v/%DA%A9%D9%88%DB%8C%DB%8C%DA%A9-%D9%85%D8%AF%D9%84-%DB%B1%DB%B4%DB%B0%DB%B3gx-%D9%85%D9%88%D8%AA%D9%88%D8%B1-%D8%A7%D8%B1%D8%AA%D9%82%D8%A7-%DB%8C%D8%A7%D9%81%D8%AA%D9%87-%DB%B8%DB%B5-%DA%AF%D8%A7%D9%86%D9%87-%D8%AF%D8%B1%D8%AD%D8%AF%D8%B5%D9%81%D8%B1/gaHFmbQS?tracker_session_id=f0d301b0-3ef9-4cf4-b63f-8614d92795f2_gaHFmbQS_N
کوییک GXR تیپ L,۱۴۰۴ - ۲۰۲۵,۶۰۰۰,"۱,۱۲۵,۰۰۰,۰۰۰ تومان",۱۲ ماه,دنده‌ای,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,https://divar.ir/v/%DA%A9%D9%88%DB%8C%DB%8C%DA%A9-gxr/gaH9V2nF?tracker_session_id=f0d301b0-3ef9-4cf4-b63f-8614d92795f2_gaH9V2nF_N
کوییک دنده‌ای ساده,۱۳۹۹ - ۲۰۲۰,۹۵۰۰۰,"۸۵۵,۰۰۰,۰۰۰ تومان",۱۱ ماه,دنده‌ای,سالم و پلمپ,سالم,سالم و بی‌خط و خش,تعیین‌نشده,https://divar.ir/v/%DA%A9%D9%88%DB%8C%DA%A9-%D8%B3%D8%A7%D8%AF%D9%87/gaHFwKIW?tracker_session_id=f0d301b0-3ef9-4cf4-b63f-8614d92795f2_gaHFwKIW_N
کوییک GX تیپ L,۱۴۰۴ - ۲۰۲۵,۰,"۱,۱۶۵,۰۰۰,۰۰۰ تومان",۹ ماه,دنده‌ای,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,https://divar.ir/v/%DA%A9%D9%88%DB%8C%DB%8C%DA%A9-gxl-%D9%85%D8%AF%D9%84-%DB%B1%DB%B4%DB%B0%DB%B4-%D9%81%D9%88%D9%84-%DA%A9%D8%A7%D9%85%D9%84-%D8%B5%D9%81%D8%B1-%D8%AE%D8%B4%DA%A9-%D8%A8%D8%A7-%DA%A9%D8%A7%D8%B1%D8%AA-%D8%B7%D9%84%D8%A7%DB%8C%DB%8C/gaCNUTJH?tracker_session_id=f0d301b0-3ef9-4cf4-b63f-8614d92795f2_gaCNUTJH_N
کوییک GX تیپ L,۱۴۰۳ - ۲۰۲۴,۸۵۰۰,"۱,۵۰۰,۰۰۰ تومان",۶ ماه,دنده‌ای,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,https://divar.ir/v/%DA%A9%D9%88%DB%8C%DB%8C%DA%A9-gxl/gaGdtFSL?tracker_session_id=f0d301b0-3ef9-4cf4-b63f-8614d92795f2_gaGdtFSL_N
کوییک دنده‌ای R,۱۴۰۰ - ۲۰۲۱,۱۴۰۰۰۰,"۸۸۵,۰۰۰,۰۰۰ تومان",۱۲ ماه,دنده‌ای,سالم و پلمپ,سالم,صافکاری بی‌رنگ,سالم و پلمپ,https://divar.ir/v/%DA%A9%D9%88%DB%8C%DB%8C%DA%A9-%D8%A2%D8%B1-1400/gaHNG6xs?tracker_session_id=f0d301b0-3ef9-4cf4-b63f-8614d92795f2_gaHNG6xs_N
کوییک GX تیپ L,۱۴۰۳ - ۲۰۲۴,۲۲۰۰۰,"۱,۰۶۵,۰۰۰,۰۰۰ تومان",۸ ماه,دنده‌ای,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,https://divar.ir/v/%DA%A9%D9%88%D8%A6%DB%8C%DA%A9-%D9%85%D8%AF%D9%84-%DB%B1%DB%B4%DB%B0%DB%B3-%DA%A9%D9%85-%DA%A9%D8%A7%D8%B1-%D8%B3%D8%A7%D9%84%D9%85/gaHtG4CA?tracker_session_id=f0d301b0-3ef9-4cf4-b63f-8614d92795f2_gaHtG4CA_N
کوییک دنده‌ای S,۱۴۰۳ - ۲۰۲۴,۴۲۰۰۰,"۱,۰۵۰,۰۰۰,۰۰۰ تومان",۱۱ ماه,دنده‌ای,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,https://divar.ir/v/%D9%81%D8%B1%D9%88%D8%B4-%D9%85%D8%A7%D8%B4%DB%8C%D9%86/gaHh1C49?tracker_session_id=f0d301b0-3ef9-4cf4-b63f-8614d92795f2_gaHh1C49_N
کوییک GXR تیپ L,۱۴۰۳ - ۲۰۲۴,۸۴۰۰۰,"۱,۰۶۰,۰۰۰,۰۰۰ تومان",۱ ماه,دنده‌ای,سالم و پلمپ,سالم,خط و خش جزیی,سالم و پلمپ,https://divar.ir/v/%DA%A9%D9%88%DB%8C%DB%8C%DA%A9gxr%D9%85%D8%AF%D9%84%DB%B1%DB%B4%DB%B0%DB%B3%D9%81%D9%88%D9%84%D8%AA%D8%B1%DB%8C%D9%86-%D9%86%D8%B3%D8%AE%D9%87-%DA%A9%D9%88%DB%8C%DB%8C%DA%A9-%D9%87%D9%85%D8%B1%D8%A7%D9%87-%D8%A8%D8%A7-%D9%84%D9%88%D8%A7%D8%B2%D9%85/gaHFGNdp?tracker_session_id=f0d301b0-3ef9-4cf4-b63f-8614d92795f2_gaHFGNdp_N
کوییک دنده‌ای R,۱۴۰۱ - ۲۰۲۲,۴۱۰۰۰,"۱,۰۷۰,۰۰۰,۰۰۰ تومان",,دنده‌ای,,تعیین‌نشده,سالم و بی‌خط و خش,تعیین‌نشده,https://divar.ir/v/%DA%A9%D9%88%DB%8C%DB%8C%DA%A9-r-%D9%85%D8%AF%D9%84-1401/gaGFdC1w?tracker_session_id=f0d301b0-3ef9-4cf4-b63f-8614d92795f2_gaGFdC1w_N
,,,,,,,,,,https://divar.ir/v/%DA%A9%D9%88%DB%8C%DB%8C%DA%A9-%D9%85%D8%AF%D9%84-s/gaHZFr1t?tracker_session_id=f0d301b0-3ef9-4cf4-b63f-8614d92795f2_gaHZFr1t_N
کوییک دنده‌ای R,۱۴۰۴ - ۲۰۲۵,۵۰۰۰,"۱,۰۹۰,۰۰۰,۰۰۰ تومان",۲ ماه,دنده‌ای,,سالم,سالم و بی‌خط و خش,سالم و پلمپ,https://divar.ir/v/%DA%A9%D9%88%DB%8C%DB%8C%DA%A9-%D9%85%D8%AF%D9%84-%DB%B4%DB%B0%DB%B4-%DA%A9%D8%A7%D8%B1-%DA%A9%D8%B1%D8%AF-%DB%B5%D9%87%D8%B2%D8%A7%D8%B1%D8%AA%D8%A7-%D8%A8%D8%AF%D9%88%D9%86-%D8%B1%D9%86%DA%AF-%D9%88%D8%AE%D8%B7-%D9%88-%D8%AE%D8%B4/gaGlcVJJ?tracker_session_id=f0d301b0-3ef9-4cf4-b63f-8614d92795f2_gaGlcVJJ_N
کوییک RS,۱۴۰۲ - ۲۰۲۳,۸۰۰۰۰,"۹۳۵,۰۰۰,۰۰۰ تومان",۵ ماه,دنده‌ای,سالم و پلمپ,سالم,رنگ‌شدگی در ۱ ناحیه,سالم و پلمپ,https://divar.ir/v/%DA%A9%D9%88%DB%8C%DB%8C%DA%A9-rs-%D9%85%D8%AF%D9%84-%DB%B1%DB%B4%DB%B0%DB%B2-%DA%A9%D8%B1%D9%85/gazoeoms?tracker_session_id=f0d301b0-3ef9-4cf4-b63f-8614d92795f2_gazoeoms_N
کوییک دنده‌ای ساده,۱۴۰۱ - ۲۰۲۲,۹۵۰۰۰,"۸۶۵,۰۰۰,۰۰۰ تومان",۶ ماه,دنده‌ای,سالم و پلمپ,سالم,رنگ‌شدگی در ۱ ناحیه,سالم و پلمپ,https://divar.ir/v/%DA%A9%D9%88%DB%8C%DB%8C%DA%A9-%DB%B1%DB%B4%DB%B0%DB%B1/gaHVEwHr?tracker_session_id=f0d301b0-3ef9-4cf4-b63f-8614d92795f2_gaHVEwHr_N
کوییک دنده‌ای R,۱۳۹۹ - ۲۰۲۰,۱۳۰۰۰۰,"۸۱۰,۰۰۰,۰۰۰ تومان",۱۲ ماه,دنده‌ای,,سالم,خط و خش جزیی,سالم و پلمپ,https://divar.ir/v/%DA%A9%D9%88%DB%8C%DB%8C%DA%A9-r-99/ga0kEzVo?tracker_session_id=f0d301b0-3ef9-4cf4-b63f-8614d92795f2_ga0kEzVo_N
کوییک GXR تیپ L,۱۴۰۳ - ۲۰۲۴,۲۰۰۰۰,"۱,۱۰۰,۰۰۰,۰۰۰ تومان",۵ ماه,دنده‌ای,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,https://divar.ir/v/%D9%81%D8%B1%D9%88%D8%B4-%DA%A9%D9%88%DB%8C%DB%8C%DA%A9-gxrl-%D9%81%D9%88%D9%84-%DB%B8%DB%B5-%DA%AF%D8%A7%D9%86%D9%87-%D9%85%D8%AF%D9%84-%DB%B1%DB%B4%DB%B0%DB%B3/gaH51WE3?tracker_session_id=f0d301b0-3ef9-4cf4-b63f-8614d92795f2_gaH51WE3_N
کوییک GXR تیپ L,۱۴۰۵ - ۲۰۲۶,۰,"۱,۱۰۰,۰۰۰,۰۰۰ تومان",,,,تعیین‌نشده,سالم و بی‌خط و خش,تعیین‌نشده,https://divar.ir/v/%D8%AD%D9%88%D8%A7%D9%84%D9%87-%DA%A9%D9%88%DB%8C%DB%8C%DA%A9-%D9%BE%D8%A7%D8%B1%D8%B3-%D8%AE%D9%88%D8%AF%D8%B1%D9%88%DB%8C%DB%8C/gaHJ2z2a?tracker_session_id=f0d301b0-3ef9-4cf4-b63f-8614d92795f2_gaHJ2z2a_N
کوییک RS,۱۴۰۴ - ۲۰۲۵,۵۰۰۰۰,"۱,۰۹۰,۰۰۰,۰۰۰ تومان",۲ ماه,دنده‌ای,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,https://divar.ir/v/%DA%A9%D9%88%DB%8C%DB%8C%DA%A9-rs-1404-%D8%B3%D9%81%DB%8C%D8%AF-%D9%85%D8%B4%DA%A9%DB%8C/gaGRcmNN?tracker_session_id=f0d301b0-3ef9-4cf4-b63f-8614d92795f2_gaGRcmNN_N
کوییک GX تیپ L,۱۴۰۴ - ۲۰۲۵,۰,"۱,۲۰۰,۰۰۰,۰۰۰ تومان",۷ ماه,دنده‌ای,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,https://divar.ir/v/%DA%A9%D9%88%DB%8C%DB%8C%DA%A9-gx-%D8%B5%D9%81%D8%B1/gaHpFfhN?tracker_session_id=f0d301b0-3ef9-4cf4-b63f-8614d92795f2_gaHpFfhN_N
کوییک GXR تیپ L,۱۴۰۴ - ۲۰۲۵,۶۷۰۰,"۱,۱۲۰,۰۰۰,۰۰۰ تومان",۱ ماه,دنده‌ای,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,https://divar.ir/v/%DA%A9%D9%88%DB%8C%DB%8C%DA%A9-%D8%AC%DB%8C-%D8%A7%DB%8C%DA%A9%D8%B3-%D8%A7%D8%B1-%D8%A7%D9%84%DB%B1%DB%B4%DB%B0%DB%B4-%D9%81%D9%88%D9%84-%D9%BE%D8%A7%D8%B1%D8%B3-%D8%AE%D9%88%D8%AF%D8%B1%D9%88/ganEoryr?tracker_session_id=f0d301b0-3ef9-4cf4-b63f-8614d92795f2_ganEoryr_N
کوییک دنده‌ای R,۱۴۰۱ - ۲۰۲۲,۸۸۰۰۰,"۹۱۰,۰۰۰,۰۰۰ تومان",۱ ماه,دنده‌ای,سالم و پلمپ,سالم,رنگ‌شدگی در ۱ ناحیه,سالم و پلمپ,https://divar.ir/v/%DA%A9%D9%88%DB%8C%DB%8C%DA%A9r401/gaxcJIBN?tracker_session_id=f0d301b0-3ef9-4cf4-b63f-8614d92795f2_gaxcJIBN_N
کوییک GX تیپ L,۱۴۰۳ - ۲۰۲۴,۳۳۰۰۰,"۱,۱۰۰,۰۰۰,۰۰۰ تومان",۳ ماه,دنده‌ای,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,https://divar.ir/v/%DA%A9%D9%88%D8%A6%DB%8C%DA%A9-%DB%B4%DB%B0%DB%B3-gx-l/gaGJ904a?tracker_session_id=f0d301b0-3ef9-4cf4-b63f-8614d92795f2_gaGJ904a_N
کوییک دنده‌ای S,۱۴۰۳ - ۲۰۲۴,۳۸۰۰۰,"۱,۰۰۰ تومان",۱۱ ماه,دنده‌ای,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,https://divar.ir/v/%DA%A9%D9%88%DB%8C%DB%8C%DA%A9-%D8%A7%D8%B3-%DB%B4%DB%B0%DB%B3-%D8%AA%D9%85%DB%8C%D8%B2-%D9%85%D8%B9%D8%A7%D9%88%D8%B6%D9%87-%DB%8C%D8%A7-%D9%81%D8%B1%D9%88%D8%B4/gaH9FwWy?tracker_session_id=f0d301b0-3ef9-4cf4-b63f-8614d92795f2_gaH9FwWy_N
کوییک دنده‌ای ساده,۱۳۹۸ - ۲۰۱۹,۱۵۰۰۰۰,"۶۵۰,۰۰۰,۰۰۰ تومان",,دنده‌ای,سالم و پلمپ,سالم,خط و خش جزیی,سالم و پلمپ,https://divar.ir/v/%DA%A9%D9%88%DB%8C%DB%8C%DA%A9-%D9%85%D8%AF%D9%84%DB%B9%DB%B8-%D9%81%D9%88%D8%B1%DB%8C/gauAXTki?tracker_session_id=f0d301b0-3ef9-4cf4-b63f-8614d92795f2_gauAXTki_N
کوییک GXR تیپ L,۱۴۰۴ - ۲۰۲۵,۱۷۰۰۰,"۱,۱۱۰,۰۰۰,۰۰۰ تومان",۷ ماه,دنده‌ای,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,https://divar.ir/v/%DA%A9%D9%88%DB%8C%DB%8C%DA%A9-1404-%D8%A8%DB%8C%D8%B1%D9%86%DA%AF-17%D8%AA%D8%A7-%DA%A9%D8%A7%D8%B1/gaHNH-zK?tracker_session_id=f0d301b0-3ef9-4cf4-b63f-8614d92795f2_gaHNH-zK_N
